state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,modal_price_per_kg
Karnataka,Mandya,Maddur APMC Sub-Market,Garlic,Country Dried,Grade A,2026-07-07,6690.0,11950.0,9370.0,93.7
Karnataka,Mandya,Maddur APMC Sub-Market,Banana,Elakki / Nendran,Grade A+,2026-07-07,2420.0,4250.0,3290.0,32.9
Karnataka,Mandya,Maddur APMC Sub-Market,Papaya,Red Lady Organic,Grade A,2026-07-07,1600.0,2840.0,2220.0,22.2
Karnataka,Mandya,Maddur APMC Sub-Market,Pomegranate,Bhagwa / Ruby,Grade A+,2026-07-07,6790.0,12220.0,9500.0,95.0
Karnataka,Mandya,Maddur APMC Sub-Market,Grapes,Bangalore Blue,Grade A+,2026-07-07,4870.0,8290.0,6630.0,66.3
Karnataka,Mandya,Maddur APMC Sub-Market,Ragi,Organic Whole Grain,Grade A,2026-07-07,2980.0,4480.0,3730.0,37.3
Karnataka,Mandya,Maddur APMC Sub-Market,Rice,Sona Masuri Heritage,Grade A,2026-07-07,4170.0,6450.0,5160.0,51.6
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Tomato,Hybrid / Nati,Grade A,2026-07-07,1710.0,3050.0,2380.0,23.8
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Potato,Hassan / Local,Grade A,2026-07-07,1390.0,2390.0,1890.0,18.9
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Onion,Bellary / Red,Grade A,2026-07-07,2080.0,3600.0,2840.0,28.4
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Carrot,Ooty / Orange,Grade A+,2026-07-07,2820.0,4840.0,3830.0,38.3
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Cabbage,Green Round,Grade A,2026-07-07,980.0,1950.0,1420.0,14.2
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Green Peas,Tender Sweet,Grade A+,2026-07-07,4510.0,7520.0,6020.0,60.2
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Palak,Tender Leafy,Grade A+,2026-07-07,1140.0,2090.0,1610.0,16.1
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Coriander,Local Nati,Grade A+,2026-07-07,880.0,1580.0,1230.0,12.3
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Mint,Fresh Pudina,Grade A+,2026-07-07,990.0,1800.0,1350.0,13.5
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Ginger,Washed Root,Grade A,2026-07-07,4850.0,8380.0,6620.0,66.2
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Garlic,Country Dried,Grade A,2026-07-07,6210.0,11080.0,8690.0,86.9
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Banana,Elakki / Nendran,Grade A+,2026-07-07,2490.0,4380.0,3380.0,33.8
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Papaya,Red Lady Organic,Grade A,2026-07-07,1770.0,3160.0,2470.0,24.7
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Pomegranate,Bhagwa / Ruby,Grade A+,2026-07-07,6570.0,11830.0,9200.0,92.0
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Grapes,Bangalore Blue,Grade A+,2026-07-07,4950.0,8420.0,6740.0,67.4
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Ragi,Organic Whole Grain,Grade A,2026-07-07,2820.0,4230.0,3530.0,35.3
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Rice,Sona Masuri Heritage,Grade A,2026-07-07,4200.0,6490.0,5190.0,51.9
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Tomato,Hybrid / Nati,Grade A,2026-07-07,1650.0,2940.0,2290.0,22.9
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Potato,Hassan / Local,Grade A,2026-07-07,1310.0,2240.0,1780.0,17.8
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Onion,Bellary / Red,Grade A,2026-07-07,2000.0,3460.0,2730.0,27.3
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Carrot,Ooty / Orange,Grade A+,2026-07-07,2460.0,4210.0,3340.0,33.4
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Cabbage,Green Round,Grade A,2026-07-07,1040.0,2070.0,1510.0,15.1
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Green Peas,Tender Sweet,Grade A+,2026-07-07,3970.0,6620.0,5290.0,52.9
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Green Capsicum,Polyhouse Bell,Grade A+,2026-07-07,3380.0,5800.0,4640.0,46.4
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Green Chilli,G4 Pungent,Grade A,2026-07-07,2140.0,4080.0,3110.0,31.1
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Palak,Tender Leafy,Grade A+,2026-07-07,1180.0,2170.0,1670.0,16.7
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Mint,Fresh Pudina,Grade A+,2026-07-07,1040.0,1880.0,1410.0,14.1
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Ginger,Washed Root,Grade A,2026-07-07,5120.0,8840.0,6980.0,69.8
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Garlic,Country Dried,Grade A,2026-07-07,6240.0,11150.0,8740.0,87.4
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Banana,Elakki / Nendran,Grade A+,2026-07-07,2360.0,4160.0,3210.0,32.1
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Papaya,Red Lady Organic,Grade A,2026-07-07,1650.0,2920.0,2290.0,22.9
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Pomegranate,Bhagwa / Ruby,Grade A+,2026-07-07,6940.0,12490.0,9710.0,97.1
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Grapes,Bangalore Blue,Grade A+,2026-07-07,4400.0,7480.0,5980.0,59.8
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Ragi,Organic Whole Grain,Grade A,2026-07-07,2810.0,4210.0,3510.0,35.1
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Rice,Sona Masuri Heritage,Grade A,2026-07-07,4060.0,6280.0,5020.0,50.2
Karnataka,Ramanagara,Channapatna APMC Yard,Tomato,Hybrid / Nati,Grade A,2026-07-07,1740.0,3090.0,2420.0,24.2
Karnataka,Ramanagara,Channapatna APMC Yard,Potato,Hassan / Local,Grade A,2026-07-07,1360.0,2330.0,1850.0,18.5
Karnataka,Ramanagara,Channapatna APMC Yard,Carrot,Ooty / Orange,Grade A+,2026-07-07,2820.0,4830.0,3820.0,38.2
Karnataka,Ramanagara,Channapatna APMC Yard,Green Peas,Tender Sweet,Grade A+,2026-07-07,4380.0,7310.0,5850.0,58.5
Karnataka,Ramanagara,Channapatna APMC Yard,Green Capsicum,Polyhouse Bell,Grade A+,2026-07-07,3340.0,5720.0,4580.0,45.8
Karnataka,Ramanagara,Channapatna APMC Yard,Green Chilli,G4 Pungent,Grade A,2026-07-07,2120.0,4060.0,3090.0,30.9
Karnataka,Ramanagara,Channapatna APMC Yard,Palak,Tender Leafy,Grade A+,2026-07-07,1140.0,2090.0,1620.0,16.2
Karnataka,Ramanagara,Channapatna APMC Yard,Garlic,Country Dried,Grade A,2026-07-07,7110.0,12700.0,9960.0,99.6
Karnataka,Ramanagara,Channapatna APMC Yard,Banana,Elakki / Nendran,Grade A+,2026-07-07,2260.0,3970.0,3070.0,30.7
Karnataka,Ramanagara,Channapatna APMC Yard,Papaya,Red Lady Organic,Grade A,2026-07-07,1660.0,2950.0,2310.0,23.1
Karnataka,Ramanagara,Channapatna APMC Yard,Pomegranate,Bhagwa / Ruby,Grade A+,2026-07-07,6640.0,11950.0,9300.0,93.0
Karnataka,Ramanagara,Channapatna APMC Yard,Grapes,Bangalore Blue,Grade A+,2026-07-07,4840.0,8230.0,6580.0,65.8
Karnataka,Ramanagara,Channapatna APMC Yard,Ragi,Organic Whole Grain,Grade A,2026-07-07,3080.0,4620.0,3850.0,38.5
Karnataka,Ramanagara,Channapatna APMC Yard,Rice,Sona Masuri Heritage,Grade A,2026-07-07,3770.0,5830.0,4660.0,46.6
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Tomato,Hybrid / Nati,Grade A,2026-07-07,1900.0,3380.0,2640.0,26.4
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Potato,Hassan / Local,Grade A,2026-07-07,1500.0,2570.0,2030.0,20.3
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Onion,Bellary / Red,Grade A,2026-07-07,2100.0,3620.0,2860.0,28.6
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Carrot,Ooty / Orange,Grade A+,2026-07-07,2790.0,4790.0,3790.0,37.9
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Green Peas,Tender Sweet,Grade A+,2026-07-07,4900.0,8170.0,6540.0,65.4
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Green Capsicum,Polyhouse Bell,Grade A+,2026-07-07,3420.0,5860.0,4690.0,46.9
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Green Chilli,G4 Pungent,Grade A,2026-07-07,2120.0,4040.0,3080.0,30.8
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Palak,Tender Leafy,Grade A+,2026-07-07,1300.0,2390.0,1850.0,18.5
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Coriander,Local Nati,Grade A+,2026-07-07,950.0,1720.0,1330.0,13.3
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Mint,Fresh Pudina,Grade A+,2026-07-07,1200.0,2190.0,1640.0,16.4
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Garlic,Country Dried,Grade A,2026-07-07,7640.0,13640.0,10690.0,106.9
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Banana,Elakki / Nendran,Grade A+,2026-07-07,2480.0,4370.0,3380.0,33.8
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Pomegranate,Bhagwa / Ruby,Grade A+,2026-07-07,7100.0,12770.0,9930.0,99.3
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Ragi,Organic Whole Grain,Grade A,2026-07-07,3310.0,4970.0,4140.0,41.4
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Rice,Sona Masuri Heritage,Grade A,2026-07-07,4220.0,6520.0,5220.0,52.2
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Potato,Hassan / Local,Grade A,2026-07-07,1350.0,2320.0,1840.0,18.4
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Onion,Bellary / Red,Grade A,2026-07-07,2400.0,4150.0,3280.0,32.8
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Carrot,Ooty / Orange,Grade A+,2026-07-07,3080.0,5280.0,4180.0,41.8
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Cabbage,Green Round,Grade A,2026-07-07,1170.0,2350.0,1710.0,17.1
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Green Peas,Tender Sweet,Grade A+,2026-07-07,4540.0,7570.0,6060.0,60.6
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Green Capsicum,Polyhouse Bell,Grade A+,2026-07-07,3520.0,6030.0,4830.0,48.3
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Green Chilli,G4 Pungent,Grade A,2026-07-07,2300.0,4400.0,3350.0,33.5
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Palak,Tender Leafy,Grade A+,2026-07-07,1320.0,2420.0,1870.0,18.7
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Ginger,Washed Root,Grade A,2026-07-07,5860.0,10130.0,7990.0,79.9
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Garlic,Country Dried,Grade A,2026-07-07,6950.0,12420.0,9740.0,97.4
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Banana,Elakki / Nendran,Grade A+,2026-07-07,2720.0,4780.0,3690.0,36.9
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Papaya,Red Lady Organic,Grade A,2026-07-07,1800.0,3190.0,2500.0,25.0
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Pomegranate,Bhagwa / Ruby,Grade A+,2026-07-07,7580.0,13650.0,10620.0,106.2
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Grapes,Bangalore Blue,Grade A+,2026-07-07,5330.0,9070.0,7250.0,72.5
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Ragi,Organic Whole Grain,Grade A,2026-07-07,3280.0,4920.0,4100.0,41.0
Karnataka,Bengaluru Urban,Binny Mill / Kalasipalyam Wholesale Mandi,Rice,Sona Masuri Heritage,Grade A,2026-07-07,4480.0,6940.0,5550.0,55.5
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Potato,Hassan / Local,Grade A,2026-07-07,1390.0,2380.0,1880.0,18.8
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Onion,Bellary / Red,Grade A,2026-07-07,2320.0,4010.0,3170.0,31.7
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Cabbage,Green Round,Grade A,2026-07-07,1090.0,2170.0,1580.0,15.8
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Green Peas,Tender Sweet,Grade A+,2026-07-07,4470.0,7450.0,5960.0,59.6
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Palak,Tender Leafy,Grade A+,2026-07-07,1200.0,2210.0,1710.0,17.1
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Coriander,Local Nati,Grade A+,2026-07-07,1070.0,1920.0,1490.0,14.9
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Mint,Fresh Pudina,Grade A+,2026-07-07,1080.0,1970.0,1480.0,14.8
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Ginger,Washed Root,Grade A,2026-07-07,5730.0,9900.0,7810.0,78.1
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Garlic,Country Dried,Grade A,2026-07-07,7740.0,13830.0,10840.0,108.4
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Banana,Elakki / Nendran,Grade A+,2026-07-07,2370.0,4170.0,3220.0,32.2
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Papaya,Red Lady Organic,Grade A,2026-07-07,1880.0,3340.0,2610.0,26.1
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Pomegranate,Bhagwa / Ruby,Grade A+,2026-07-07,7680.0,13820.0,10750.0,107.5
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Grapes,Bangalore Blue,Grade A+,2026-07-07,5370.0,9130.0,7300.0,73.0
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Ragi,Organic Whole Grain,Grade A,2026-07-07,3270.0,4900.0,4080.0,40.8
Karnataka,Bengaluru Rural,Devanahalli Agro Mandi,Rice,Sona Masuri Heritage,Grade A,2026-07-07,3990.0,6170.0,4940.0,49.4
Karnataka,Mandya,Mandya APMC Main Yard,Tomato,Hybrid / Nati,Grade A,2026-07-06,1670.0,2970.0,2320.0,23.2
Karnataka,Mandya,Mandya APMC Main Yard,Potato,Hassan / Local,Grade A,2026-07-06,1260.0,2150.0,1710.0,17.1
Karnataka,Mandya,Mandya APMC Main Yard,Carrot,Ooty / Orange,Grade A+,2026-07-06,2870.0,4920.0,3900.0,39.0
Karnataka,Mandya,Mandya APMC Main Yard,Cabbage,Green Round,Grade A,2026-07-06,1110.0,2220.0,1620.0,16.2
Karnataka,Mandya,Mandya APMC Main Yard,Green Peas,Tender Sweet,Grade A+,2026-07-06,4630.0,7710.0,6170.0,61.7
Karnataka,Mandya,Mandya APMC Main Yard,Green Capsicum,Polyhouse Bell,Grade A+,2026-07-06,3250.0,5580.0,4460.0,44.6
Karnataka,Mandya,Mandya APMC Main Yard,Green Chilli,G4 Pungent,Grade A,2026-07-06,2210.0,4210.0,3210.0,32.1
Karnataka,Mandya,Mandya APMC Main Yard,Coriander,Local Nati,Grade A+,2026-07-06,900.0,1610.0,1250.0,12.5
Karnataka,Mandya,Mandya APMC Main Yard,Mint,Fresh Pudina,Grade A+,2026-07-06,1100.0,2000.0,1500.0,15.0
Karnataka,Mandya,Mandya APMC Main Yard,Ginger,Washed Root,Grade A,2026-07-06,5060.0,8740.0,6900.0,69.0
Karnataka,Mandya,Mandya APMC Main Yard,Garlic,Country Dried,Grade A,2026-07-06,6600.0,11780.0,9240.0,92.4
Karnataka,Mandya,Mandya APMC Main Yard,Papaya,Red Lady Organic,Grade A,2026-07-06,1720.0,3060.0,2390.0,23.9
Karnataka,Mandya,Mandya APMC Main Yard,Ragi,Organic Whole Grain,Grade A,2026-07-06,2930.0,4390.0,3660.0,36.6
Karnataka,Mandya,Mandya APMC Main Yard,Rice,Sona Masuri Heritage,Grade A,2026-07-06,4120.0,6380.0,5100.0,51.0
Karnataka,Mandya,Maddur APMC Sub-Market,Tomato,Hybrid / Nati,Grade A,2026-07-06,1840.0,3260.0,2550.0,25.5
Karnataka,Mandya,Maddur APMC Sub-Market,Potato,Hassan / Local,Grade A,2026-07-06,1270.0,2180.0,1720.0,17.2
Karnataka,Mandya,Maddur APMC Sub-Market,Onion,Bellary / Red,Grade A,2026-07-06,2210.0,3810.0,3010.0,30.1
Karnataka,Mandya,Maddur APMC Sub-Market,Carrot,Ooty / Orange,Grade A+,2026-07-06,2500.0,4290.0,3400.0,34.0
Karnataka,Mandya,Maddur APMC Sub-Market,Cabbage,Green Round,Grade A,2026-07-06,1060.0,2110.0,1530.0,15.3
Karnataka,Mandya,Maddur APMC Sub-Market,Green Peas,Tender Sweet,Grade A+,2026-07-06,4510.0,7520.0,6020.0,60.2
Karnataka,Mandya,Maddur APMC Sub-Market,Green Capsicum,Polyhouse Bell,Grade A+,2026-07-06,3250.0,5560.0,4450.0,44.5
Karnataka,Mandya,Maddur APMC Sub-Market,Green Chilli,G4 Pungent,Grade A,2026-07-06,2100.0,4010.0,3050.0,30.5
Karnataka,Mandya,Maddur APMC Sub-Market,Palak,Tender Leafy,Grade A+,2026-07-06,1090.0,2000.0,1540.0,15.4
Karnataka,Mandya,Maddur APMC Sub-Market,Coriander,Local Nati,Grade A+,2026-07-06,900.0,1620.0,1260.0,12.6
Karnataka,Mandya,Maddur APMC Sub-Market,Mint,Fresh Pudina,Grade A+,2026-07-06,1110.0,2020.0,1520.0,15.2
Karnataka,Mandya,Maddur APMC Sub-Market,Ginger,Washed Root,Grade A,2026-07-06,5680.0,9810.0,7750.0,77.5
Karnataka,Mandya,Maddur APMC Sub-Market,Banana,Elakki / Nendran,Grade A+,2026-07-06,2240.0,3940.0,3040.0,30.4
Karnataka,Mandya,Maddur APMC Sub-Market,Papaya,Red Lady Organic,Grade A,2026-07-06,1640.0,2910.0,2270.0,22.7
Karnataka,Mandya,Maddur APMC Sub-Market,Ragi,Organic Whole Grain,Grade A,2026-07-06,3280.0,4930.0,4110.0,41.1
Karnataka,Mandya,Maddur APMC Sub-Market,Rice,Sona Masuri Heritage,Grade A,2026-07-06,3770.0,5830.0,4660.0,46.6
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Tomato,Hybrid / Nati,Grade A,2026-07-06,1710.0,3040.0,2380.0,23.8
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Potato,Hassan / Local,Grade A,2026-07-06,1310.0,2250.0,1780.0,17.8
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Onion,Bellary / Red,Grade A,2026-07-06,2120.0,3670.0,2900.0,29.0
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Carrot,Ooty / Orange,Grade A+,2026-07-06,2910.0,5000.0,3960.0,39.6
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Cabbage,Green Round,Grade A,2026-07-06,1090.0,2170.0,1580.0,15.8
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Green Peas,Tender Sweet,Grade A+,2026-07-06,4640.0,7740.0,6190.0,61.9
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Green Capsicum,Polyhouse Bell,Grade A+,2026-07-06,3420.0,5850.0,4680.0,46.8
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Green Chilli,G4 Pungent,Grade A,2026-07-06,2110.0,4030.0,3070.0,30.7
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Garlic,Country Dried,Grade A,2026-07-06,7010.0,12530.0,9820.0,98.2
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Banana,Elakki / Nendran,Grade A+,2026-07-06,2460.0,4320.0,3340.0,33.4
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Papaya,Red Lady Organic,Grade A,2026-07-06,1690.0,3000.0,2340.0,23.4
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Pomegranate,Bhagwa / Ruby,Grade A+,2026-07-06,7690.0,13840.0,10770.0,107.7
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Grapes,Bangalore Blue,Grade A+,2026-07-06,5020.0,8540.0,6830.0,68.3
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Ragi,Organic Whole Grain,Grade A,2026-07-06,3000.0,4500.0,3750.0,37.5
Karnataka,Mandya,Srirangapatna Vegetable Mandi,Rice,Sona Masuri Heritage,Grade A,2026-07-06,3870.0,5990.0,4800.0,48.0
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Potato,Hassan / Local,Grade A,2026-07-06,1300.0,2220.0,1760.0,17.6
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Onion,Bellary / Red,Grade A,2026-07-06,2250.0,3880.0,3070.0,30.7
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Carrot,Ooty / Orange,Grade A+,2026-07-06,2690.0,4620.0,3650.0,36.5
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Cabbage,Green Round,Grade A,2026-07-06,1090.0,2190.0,1590.0,15.9
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Green Peas,Tender Sweet,Grade A+,2026-07-06,4220.0,7040.0,5630.0,56.3
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Green Capsicum,Polyhouse Bell,Grade A+,2026-07-06,3230.0,5540.0,4430.0,44.3
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Green Chilli,G4 Pungent,Grade A,2026-07-06,1970.0,3760.0,2860.0,28.6
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Palak,Tender Leafy,Grade A+,2026-07-06,1240.0,2270.0,1750.0,17.5
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Coriander,Local Nati,Grade A+,2026-07-06,980.0,1770.0,1370.0,13.7
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Mint,Fresh Pudina,Grade A+,2026-07-06,1010.0,1840.0,1380.0,13.8
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Ginger,Washed Root,Grade A,2026-07-06,4940.0,8520.0,6730.0,67.3
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Garlic,Country Dried,Grade A,2026-07-06,6510.0,11620.0,9110.0,91.1
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Banana,Elakki / Nendran,Grade A+,2026-07-06,2430.0,4270.0,3300.0,33.0
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Papaya,Red Lady Organic,Grade A,2026-07-06,1710.0,3050.0,2380.0,23.8
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Pomegranate,Bhagwa / Ruby,Grade A+,2026-07-06,6880.0,12380.0,9630.0,96.3
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Grapes,Bangalore Blue,Grade A+,2026-07-06,4640.0,7890.0,6320.0,63.2
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Ragi,Organic Whole Grain,Grade A,2026-07-06,3010.0,4510.0,3760.0,37.6
Karnataka,Ramanagara,Ramanagara Silk & Agro APMC,Rice,Sona Masuri Heritage,Grade A,2026-07-06,4140.0,6410.0,5130.0,51.3
Karnataka,Ramanagara,Channapatna APMC Yard,Tomato,Hybrid / Nati,Grade A,2026-07-06,1710.0,3030.0,2370.0,23.7
Karnataka,Ramanagara,Channapatna APMC Yard,Potato,Hassan / Local,Grade A,2026-07-06,1370.0,2350.0,1860.0,18.6
Karnataka,Ramanagara,Channapatna APMC Yard,Onion,Bellary / Red,Grade A,2026-07-06,2190.0,3780.0,2990.0,29.9
Karnataka,Ramanagara,Channapatna APMC Yard,Carrot,Ooty / Orange,Grade A+,2026-07-06,2620.0,4500.0,3560.0,35.6
Karnataka,Ramanagara,Channapatna APMC Yard,Cabbage,Green Round,Grade A,2026-07-06,1020.0,2030.0,1480.0,14.8
Karnataka,Ramanagara,Channapatna APMC Yard,Green Capsicum,Polyhouse Bell,Grade A+,2026-07-06,3550.0,6090.0,4870.0,48.7
Karnataka,Ramanagara,Channapatna APMC Yard,Green Chilli,G4 Pungent,Grade A,2026-07-06,2170.0,4140.0,3150.0,31.5
Karnataka,Ramanagara,Channapatna APMC Yard,Coriander,Local Nati,Grade A+,2026-07-06,980.0,1770.0,1370.0,13.7
Karnataka,Ramanagara,Channapatna APMC Yard,Mint,Fresh Pudina,Grade A+,2026-07-06,1020.0,1860.0,1390.0,13.9
Karnataka,Ramanagara,Channapatna APMC Yard,Garlic,Country Dried,Grade A,2026-07-06,6500.0,11610.0,9100.0,91.0
Karnataka,Ramanagara,Channapatna APMC Yard,Banana,Elakki / Nendran,Grade A+,2026-07-06,2550.0,4490.0,3470.0,34.7
Karnataka,Ramanagara,Channapatna APMC Yard,Papaya,Red Lady Organic,Grade A,2026-07-06,1810.0,3220.0,2520.0,25.2
Karnataka,Ramanagara,Channapatna APMC Yard,Pomegranate,Bhagwa / Ruby,Grade A+,2026-07-06,7780.0,14000.0,10890.0,108.9
Karnataka,Ramanagara,Channapatna APMC Yard,Grapes,Bangalore Blue,Grade A+,2026-07-06,4710.0,8000.0,6400.0,64.0
Karnataka,Ramanagara,Channapatna APMC Yard,Ragi,Organic Whole Grain,Grade A,2026-07-06,3000.0,4500.0,3750.0,37.5
Karnataka,Ramanagara,Channapatna APMC Yard,Rice,Sona Masuri Heritage,Grade A,2026-07-06,4220.0,6530.0,5220.0,52.2
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Tomato,Hybrid / Nati,Grade A,2026-07-06,1870.0,3320.0,2600.0,26.0
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Potato,Hassan / Local,Grade A,2026-07-06,1530.0,2630.0,2080.0,20.8
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Carrot,Ooty / Orange,Grade A+,2026-07-06,3020.0,5170.0,4090.0,40.9
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Cabbage,Green Round,Grade A,2026-07-06,1200.0,2400.0,1750.0,17.5
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Palak,Tender Leafy,Grade A+,2026-07-06,1270.0,2320.0,1790.0,17.9
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Coriander,Local Nati,Grade A+,2026-07-06,1060.0,1910.0,1480.0,14.8
Karnataka,Bengaluru Urban,Yeshwanthpur APMC Yard,Mint,Fresh Pudina,Grade A+,2026-07-06,1200.0,2180.0,1640.0,16.4
