,06cbec87-9334-4ba7-98dd-3153ec769b66,081e8113-878b-4022-8cdf-0bfc6dda5167,22ad31f1-df1a-4f97-8257-b9b75387027c,2434510b-4b97-4d29-92d1-a8c111c4d0b8,2452f2d6-197b-45dd-ab0a-992a1ab8cccf,2553a9ec-9e91-4594-92cb-e95a45580b2c,2631bbc2-340f-4a9a-a752-4cec04e400d2,2bb1023a-5b81-4303-93bc-cb12a3d235c1,2cf4a458-4875-48b9-a84f-9b99b9d0a431,2d5f4ff2-140c-462a-8b95-5a76ea34ecfc,2e323422-ea44-449d-9be7-c0c560a0f2e1,300ccb51-269e-4dad-bbd7-bc4d6f1214bf,31029486-3cd3-4020-ad98-4aff05d029d1,331a2b18-7771-4c8f-babb-5457498c239b,37bb059b-5e8d-42e0-9849-022dce333f74,389a7839-5278-4984-bbc6-7d40b80eec74,3d14145a-752d-4dd5-907f-f375242af193,3e64ba62-388a-44c4-9030-88a74444d90a,3fe7f558-21bf-4ff6-8746-47c0323cafb0,415c5186-549e-44e9-9132-6d158175f5c1,4389ea33-33a4-4982-a079-831f1db05fe0,43d36f77-a78c-4e8e-bc41-245cc7f02ef2,4474409e-95f6-4e6c-b07f-8ea510b81e90,46ed7332-a6b6-4f08-ae6b-4ce2687249fc,47627f78-25a8-49b8-baed-67cc7cb51cc3,4be287a3-4af7-4b0f-93da-1215dbbe7007,4cd53847-8857-4983-ab6f-bbf44a1f863e,4ce2d3cb-b864-40e5-96a5-3e0877928c39,4fb3055e-a3e6-409f-b75b-aa457c4a89bd,5146f581-8c3c-4ddb-a6bf-90392f31cff7,56422f53-2ae2-4b6f-b750-b63ee1e07845,5f4c1d64-d133-4c66-89bc-b35ad29e17b8,60bce0c4-e075-416e-b530-453c6922b587,62e301a3-cc55-44ee-8d66-0cdb6a5d0c0d,6a46c140-d217-4b21-a864-dcc86a03328e,6b34b498-54a0-4051-903e-b9197aa9de94,6cc675f4-9587-41d6-91e3-899f396beab1,6d807f3a-a6f7-4bd1-9559-7d534e353dc6,6e8429bb-4b3a-4f9f-90fd-1714a5be004d,7035b887-e0d1-4c02-af63-02688ffbb884,70891974-6c4a-456b-a56c-3684d6d94556,72ecbbbb-d28d-4a25-96a1-984662445dc9,73f3bb61-7aac-49e3-af05-f2dd383f2102,74293659-a2ab-4c3c-8f72-343b020d30cd,79543249-aeb7-447d-9725-94352e05d41c,7d95baf6-9014-479f-825c-8329b36563da,7da7a7d5-e468-4f10-a91c-c07fd503dc72,7f86a08d-6dd5-4fe9-9472-d02c920c1ff3,83cf8df8-0344-41ec-a14f-761cb61a2216,83ef1d8a-fe41-4801-b538-6bb6b990fabd,8408401e-694d-4008-bd1a-d0d90d78d6f5,8a27105f-d9e0-49ad-84fc-41ff5c010769,8b9f7985-5ef6-485d-959c-fd171563bb8a,8db95983-f362-4452-a960-11964662f0bf,8e5d4ae9-8fb2-45af-aae1-40e41e752b6e,919278a5-6e46-4b47-9a6b-d4022e747c9f,94141fff-971c-4f52-8395-528bde27315a,95381c19-145e-4e11-ab3f-3555b2a07941,96ff7a29-0702-4bf2-a51e-c30b5063cf7e,980bcd07-414b-453e-9d08-9192eb3691d7,98306353-57df-4dac-89d8-6435f4d3fb6a,9a5217aa-9f63-4c33-a507-b5fcd2e8ffdf,9f45ad9e-b71e-4c60-9339-d23440eeb9ec,9f9b965f-1f61-4e93-9afb-80390aafca75,a2b79504-3575-4d94-9af6-c8b119b11e3c,a48897e5-afe2-4878-9f39-28e08c18ddcb,ad765317-0ae5-4394-9861-e51d92a1fcc6,ade771d7-33ad-4f40-b456-f0a9fee988ff,b09d5ed6-293f-4eb8-8466-17829480dcad,b1ba019f-b1ec-4fca-ba4f-a5214a80c769,bcfcf609-ddfe-447a-98fc-c66e9233f0b4,c10ab049-f2a7-46b2-b4fb-24d4a0618ba0,c115ff2f-0c98-4983-bf03-167384d2903e,c3df3a50-2251-45a6-883f-032b8033f52e,c5863af9-c9cd-463d-94a8-8e69adf4f214,c6c9aed7-1f10-439d-88ec-8f5b1b4f748f,cb2e8316-e933-46d4-bc5c-faec0025b694,d3decbad-0acb-4217-99cd-e65ee1a9a9d3,d42e4be4-b29c-47fe-a1b3-8255948344ac,d4948ab5-15b7-42a9-a4d8-4c92da1b486c,d6a9e0ef-4132-46ef-a0f7-d7997a803afe,db1b9299-96df-4fd8-932c-3ad6613bc967,db2f9e6e-c99d-4f6e-8640-8a7f9ee121bc,dd14762c-0ed4-4d5f-aaf3-fded6c619888,de21c2a0-a0e1-4757-a095-0016eb816242,e47d2dca-4d7f-4788-8ee9-e5c35611e94b,ef4899c4-bfed-4167-8c46-2982a90da36a,f0727e5c-5d1e-4ea7-aa00-d6053f839ba3,f308caa4-09a7-467f-8beb-1b6ccce38d25,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,f4dee32c-e6d8-4c67-95a9-f63a4e41f5e8,f527b464-7bb9-45da-bb4d-5aab19eb4f9a,f685a52e-f09f-45e3-b296-668bbb414f9f,f6fcd7a9-a8f0-457c-b9f3-018c8b01391b,f8eb34db-1687-4a4b-802f-8c5bdb2bce45,f93c5b61-46df-44b0-a718-571307f2d308,fae7e454-f146-44cd-a680-3dfc2879df45,fc58c463-84fd-4548-9e91-513ebe48d753,fc895620-c446-471c-972e-18f4ce979e28,fc932934-07d4-4feb-bf60-af1355a4a785
7da7a7d5-e468-4f10-a91c-c07fd503dc72,0.4367584,0.61996037,0.1826604,0.35853028,0.7913573,0.45777434,0.743289,0.6103158,0.30186522,0.963613,0.626558,0.39600384,0.485839,0.63734025,0.47985956,0.31413183,0.05433042,0.5011085,0.6798204,0.74958265,0.96954805,0.59790504,0.6035718,0.6436773,0.29443616,0.17123102,0.55712664,0.72072065,0.3762474,0.47518045,0.48169243,0.40082663,0.63165265,0.16611221,0.5745126,0.51356375,0.5489688,0.47403738,0.05444937,0.32040215,0.87204117,0.6077021,0.53098065,0.75085527,0.44550282,0.4999656,1.0,0.42843342,0.52123207,0.52924883,0.7478446,0.29778942,0.8807382,0.360756,0.9625565,0.15148938,0.21785161,0.467097,0.3064642,0.4682261,0.6938095,0.28659904,0.57070065,0.44737938,0.3935964,0.46895725,0.73613185,0.8120302,0.49029052,0.53869426,0.59102345,0.5868739,0.47005332,0.5032564,0.56790966,0.94354403,0.18779942,0.65812826,0.9843191,0.19502297,0.40187043,0.18678822,0.2850952,0.48111135,0.37948382,0.34834298,0.940691,0.5487368,0.18707456,0.5192819,0.6438569,0.669839,0.6514745,0.5512555,0.89219344,0.057404116,0.49602398,0.22161606,0.6448794,0.46651727
7f86a08d-6dd5-4fe9-9472-d02c920c1ff3,0.7144702,0.1506506,0.85808593,0.392186,0.27188826,0.0,0.48956653,0.32314205,0.4856553,0.27793851,0.09855571,0.67908233,0.5461884,0.23804945,0.65835094,0.63158196,0.29300618,0.68743634,0.4529273,0.47535676,0.29685485,0.5663474,0.13218628,0.46018267,0.2791241,0.8176433,0.52656746,0.56585574,0.7226994,0.5715987,0.6459362,0.6736468,0.27576658,0.50572175,0.13388018,0.14337116,0.59447193,0.73474294,0.29364768,0.78643507,0.3664639,0.30110037,0.6183854,0.47748408,0.8645246,0.74974614,0.42843342,1.0,0.6135175,0.63783294,0.26282418,0.42103946,0.28142214,0.8743492,0.29293644,0.7307508,0.5151767,0.53449565,0.27162123,0.586338,0.6608124,0.34843916,0.19708058,0.5832108,0.680804,0.0,0.09557381,0.67821205,0.72280294,0.49776596,0.7402587,0.70719886,0.57377744,0.33105835,0.63950884,0.34067553,0.8568518,0.3634372,0.38234818,0.8481991,0.7290021,0.8394637,0.5250102,0.66416913,0.72482747,0.79100126,0.38236317,0.56534946,0.48989892,0.5843581,0.58141613,0.30860958,0.25066805,0.5752645,0.37986594,0.32779348,0.0,0.84858084,0.240138,0.6951958
83cf8df8-0344-41ec-a14f-761cb61a2216,0.62095284,0.26183072,0.27817056,0.26480997,0.4679476,0.0,0.7514776,0.45190528,0.37160826,0.46820343,0.17067806,0.5589771,0.6894352,0.410142,0.5579793,0.5638034,0.0,0.9354881,0.52583975,0.75865316,0.48480672,0.90228564,0.18546697,0.725396,0.022279479,0.295846,0.75882274,0.93384135,0.48515993,0.9602549,0.5059493,0.5442526,0.41999853,0.14921126,0.20780872,0.11703865,0.7237109,0.7953447,0.0,0.45255995,0.44424766,0.23918062,0.49121755,0.75079834,0.40062803,0.814073,0.52123207,0.6135175,1.0000001,0.96567005,0.46200222,0.16590828,0.48589733,0.69934326,0.50468343,0.2241642,0.39562702,0.18415356,0.03547735,0.9652719,0.6190752,0.19455135,0.17320642,0.92724276,0.55260795,0.014683528,0.16504249,0.47850922,0.6820302,0.7702626,0.8273521,0.8139026,0.97840405,0.12453594,0.45322573,0.5627808,0.28009024,0.30031556,0.5393696,0.29196754,0.25948882,0.29029718,0.51353467,0.88648045,0.21057588,0.2986458,0.60927683,0.73016006,0.17640069,0.9516992,0.5837282,0.51825243,0.44103298,0.9076653,0.41346297,0.021803528,0.0,0.36490008,0.4486218,0.9434345
83ef1d8a-fe41-4801-b538-6bb6b990fabd,0.70701593,0.26071617,0.3374199,0.23229782,0.5056364,0.024862776,0.73297304,0.43060446,0.35584807,0.48337364,0.17548305,0.65399736,0.65885085,0.42003763,0.6588191,0.57831496,0.0,0.96203756,0.5816583,0.74032503,0.49671307,0.8984449,0.20818189,0.7054347,0.0,0.37531942,0.712687,0.9275712,0.5931008,0.9476491,0.62064886,0.6619762,0.43073723,0.1761772,0.19899541,0.13640529,0.69904757,0.8549559,0.0,0.57623464,0.45675427,0.2824061,0.579992,0.7246146,0.48260188,0.86551297,0.52924883,0.63783294,0.96567005,0.99999994,0.4687106,0.16751257,0.49842846,0.78132355,0.5168406,0.363408,0.42066056,0.21395314,0.016057424,0.9579856,0.7045692,0.1924523,0.19939613,0.9172887,0.64885217,0.01329184,0.16931993,0.58541775,0.76121926,0.73542905,0.820702,0.7857803,0.9620511,0.15879536,0.55712736,0.583053,0.33855528,0.35199332,0.54840267,0.33094355,0.33365735,0.34408623,0.4724831,0.9032935,0.27726215,0.33975226,0.60942566,0.7035072,0.21093747,0.9320761,0.64819634,0.52234495,0.45886874,0.89896846,0.42105985,0.019737015,0.0,0.4361025,0.45546243,0.9503238
8408401e-694d-4008-bd1a-d0d90d78d6f5,0.31069064,0.7677099,0.03217461,0.5075638,0.9508155,0.67907315,0.6663842,0.94418186,0.23944716,0.75256383,0.85212433,0.27069354,0.499472,0.95071745,0.42008403,0.25724787,0.0,0.40166152,0.9000249,0.66382706,0.7880043,0.6939957,0.8633785,0.8004501,0.36268276,0.04440426,0.5369046,0.6064066,0.24325639,0.40494943,0.43348628,0.29450753,0.9505746,0.07225791,0.79017085,0.6944123,0.5097866,0.3523323,0.0,0.16617575,0.68135965,0.69941694,0.49588805,0.6464208,0.21770287,0.38419604,0.7478446,0.26282418,0.46200222,0.4687106,1.0,0.31982976,0.9391092,0.24279122,0.8534474,0.0,0.15603128,0.5416655,0.35588902,0.39095667,0.4709865,0.4467908,0.72909296,0.40720874,0.26760915,0.6845901,0.80506456,0.5516043,0.36730477,0.5009794,0.49811578,0.4934762,0.43682593,0.62528294,0.7225726,0.80289304,0.012704567,0.7094445,0.7591294,0.0,0.30569595,0.0,0.23081192,0.3877115,0.3471656,0.24549991,0.7786964,0.5369829,0.09702574,0.45488223,0.8014433,0.94150233,0.9619155,0.4906168,0.7040639,0.042031765,0.6524365,0.06436673,0.9800356,0.36595306
8a27105f-d9e0-49ad-84fc-41ff5c010769,0.10661982,0.24324708,0.3708061,0.92869705,0.34287825,0.23621035,0.21542633,0.5091002,0.874536,0.26807028,0.2778646,0.09289401,0.58041286,0.32964328,0.14885312,0.7682799,0.9061566,0.13783833,0.31735295,0.21936855,0.23833603,0.23514412,0.29183257,0.25966862,0.9154507,0.3095265,0.18726474,0.18573773,0.5098145,0.13896665,0.16266242,0.115928955,0.32130164,0.9030159,0.25601444,0.22367671,0.47178954,0.120910004,0.90289116,0.22097804,0.568632,0.22110046,0.16326666,0.21101138,0.3560144,0.13811006,0.29778942,0.42103946,0.16590828,0.16751257,0.31982976,0.9999999,0.3082297,0.3229557,0.2698703,0.37972537,0.86211044,0.40320954,0.89272654,0.13416475,0.19882585,0.916119,0.23207445,0.13025008,0.091835536,0.21046656,0.25023204,0.41567996,0.12604812,0.1719213,0.28748763,0.27753997,0.13723762,0.3019849,0.47738096,0.25161958,0.32589734,0.22393757,0.24553138,0.35662803,0.34657925,0.34023476,0.85540307,0.4856365,0.429878,0.39142823,0.24017307,0.5360146,0.88443446,0.15610212,0.27196681,0.32671112,0.33749923,0.1798446,0.59263784,0.90761364,0.20114313,0.29740927,0.32447696,0.19286153
8b9f7985-5ef6-485d-959c-fd171563bb8a,0.382839,0.75096595,0.0,0.42500424,0.9605706,0.6271372,0.7456343,0.82836246,0.2740174,0.8809699,0.8194452,0.32900238,0.4843765,0.9046962,0.4564812,0.252497,0.0,0.46468621,0.88258874,0.76148635,0.9083817,0.6940076,0.80571496,0.7890761,0.33073676,0.0,0.57489705,0.6669271,0.2956551,0.46651602,0.47620463,0.34215432,0.88735676,0.10379041,0.7556046,0.68416846,0.56476843,0.41154242,0.018929698,0.20197089,0.8302051,0.6958851,0.5296162,0.7405443,0.25803027,0.43555468,0.8807382,0.28142214,0.48589733,0.49842846,0.9391092,0.3082297,1.0,0.22716251,0.9592494,0.0,0.17388737,0.4737847,0.3265461,0.44277287,0.5674544,0.34926826,0.70435226,0.43150896,0.3252536,0.6219269,0.82463527,0.6656184,0.43535584,0.5673776,0.5641345,0.5603945,0.45291397,0.5636091,0.6829506,0.8871889,0.0,0.7359717,0.9002652,0.0,0.2975706,0.0,0.21238993,0.4369556,0.32000917,0.22722492,0.8941178,0.5534191,0.1179256,0.5163132,0.78195715,0.912402,0.90423167,0.5544096,0.81095535,0.0,0.6234982,0.048429124,0.8967869,0.41589943
8db95983-f362-4452-a960-11964662f0bf,0.72146773,0.17668822,0.80789506,0.31885174,0.26787034,0.04277203,0.3832589,0.2790268,0.36347833,0.25910908,0.078753315,0.6984487,0.4919714,0.19350547,0.6939481,0.6104411,0.20486695,0.75978804,0.42911375,0.38263828,0.22819233,0.60355675,0.11745462,0.38820446,0.18215002,0.8339917,0.38325232,0.6366441,0.7336627,0.65776724,0.7093568,0.7058545,0.19659385,0.41421187,0.10698018,0.15264376,0.44686344,0.7846618,0.20531547,0.8286734,0.2818506,0.30769232,0.6319236,0.38973284,0.8399419,0.76948977,0.360756,0.8743492,0.69934326,0.78132355,0.24279122,0.3229557,0.22716251,1.0,0.23816067,0.82511,0.5183059,0.51484454,0.20027378,0.69146854,0.70805097,0.31858674,0.2052292,0.63959247,0.6984269,0.017149704,0.0771049,0.7067822,0.72363377,0.40275505,0.64262396,0.58262694,0.687736,0.3461663,0.6757199,0.32161602,0.7902503,0.36765084,0.32080078,0.78282887,0.7255344,0.79424834,0.5112925,0.75168175,0.6856598,0.7541728,0.29879674,0.48800817,0.40696913,0.6167203,0.5307348,0.25220653,0.23653588,0.5903371,0.2977922,0.24192266,0.0,0.8486599,0.23544885,0.77723086
8e5d4ae9-8fb2-45af-aae1-40e41e752b6e,0.3725609,0.66271627,0.0,0.35512632,0.89349854,0.51220477,0.78937817,0.7049764,0.28321585,0.95707256,0.70648944,0.32653484,0.5041945,0.770017,0.4296639,0.2628278,0.0,0.47674716,0.76206386,0.8006836,0.98344296,0.6487267,0.6879143,0.7351535,0.2653263,0.0,0.5984187,0.7135371,0.2934377,0.4773844,0.42546603,0.33958814,0.7613472,0.087163985,0.6450511,0.54859054,0.58372706,0.41949517,0.0,0.2004561,0.867522,0.611279,0.48520988,0.78893447,0.2808477,0.44285002,0.9625565,0.29293644,0.50468343,0.5168406,0.8534474,0.2698703,0.9592494,0.23816067,1.0000001,0.0,0.16491285,0.38698882,0.2690276,0.46088868,0.6039872,0.290303,0.5990382,0.44798845,0.32281417,0.5171254,0.77544487,0.71464527,0.4394142,0.59059167,0.5872158,0.5822474,0.47144476,0.47269416,0.57639,0.9601536,0.0,0.65199983,0.9672399,0.0,0.2611227,0.0,0.22107977,0.45635438,0.2572049,0.1885501,0.96416104,0.5760621,0.11704115,0.5366268,0.690844,0.79785895,0.7806585,0.5779679,0.87746954,0.0,0.53185916,0.048065905,0.7735054,0.43189034
919278a5-6e46-4b47-9a6b-d4022e747c9f,0.5211127,0.053268407,0.85228586,0.25659823,0.09031025,0.08381761,0.0,0.06387293,0.2474254,0.09446687,0.0,0.5393913,0.1406179,0.0,0.553306,0.44999075,0.2944074,0.3521591,0.23941973,0.0,0.0,0.17522246,0.060372014,0.0,0.2617617,0.8408841,0.0,0.18052992,0.67220175,0.1957951,0.60798013,0.5903101,0.0,0.46986473,0.0,0.11965048,0.11332455,0.47715467,0.295052,0.80132556,0.11046492,0.241186,0.49533612,0.0,0.8163302,0.4614235,0.15148938,0.7307508,0.2241642,0.363408,0.0,0.37972537,0.0,0.82511,0.0,0.9999999,0.45738035,0.5327742,0.25803363,0.23565681,0.57382274,0.2693119,0.1539754,0.19703609,0.542577,0.0,0.0,0.6743753,0.48854414,0.0,0.2754351,0.22033514,0.1972262,0.3399973,0.64440084,0.063025035,0.8406702,0.28182772,0.08922814,0.8367598,0.7522854,0.84184676,0.32884425,0.40791398,0.7438723,0.7882156,0.0,0.12623402,0.43863124,0.15106842,0.31422698,0.0,0.03350778,0.16293605,0.13879368,0.31106326,0.0,0.8384465,0.0,0.36286774
94141fff-971c-4f52-8395-528bde27315a,0.25699595,0.11125739,0.40982646,0.7564945,0.19016978,0.03443863,0.29680932,0.31611902,0.88953465,0.18436721,0.05548338,0.21331196,0.6434201,0.13401341,0.24655186,0.94327533,0.84881616,0.39099202,0.23687682,0.27885312,0.1759145,0.39339945,0.11317463,0.30693758,0.7263222,0.36282805,0.32286835,0.38942075,0.5946331,0.4223492,0.24506122,0.25775596,0.17351118,0.89207083,0.07967664,0.08988482,0.57673776,0.32297474,0.86927223,0.33049244,0.51920396,0.09127401,0.18745413,0.2814971,0.39483032,0.3423112,0.21785161,0.5151767,0.39562702,0.42066056,0.15603128,0.86211044,0.17388737,0.5183059,0.16491285,0.45738035,1.0000001,0.24544889,0.7339831,0.41370976,0.27055562,0.7745763,0.06609751,0.43851903,0.21088138,0.0,0.053804673,0.4272629,0.2593715,0.29608637,0.41291615,0.38063914,0.40517735,0.1376818,0.38262308,0.22982222,0.37598574,0.13277383,0.18747449,0.37245473,0.31796944,0.37404865,0.9077982,0.71870995,0.34804454,0.34916016,0.22791913,0.60117996,0.86015517,0.39569855,0.23412238,0.1759926,0.15488477,0.3866159,0.47954488,0.86287737,0.0,0.36034667,0.1351892,0.45905128
95381c19-145e-4e11-ab3f-3555b2a07941,0.3697421,0.7656387,0.63180935,0.49557802,0.47231007,0.7531687,0.09790625,0.57292664,0.17605448,0.36633533,0.7210943,0.3818825,0.1485681,0.51473033,0.5123677,0.26658267,0.20948432,0.23952241,0.5706473,0.1074868,0.33714032,0.3241648,0.7012803,0.23407605,0.5902119,0.6283376,0.011875461,0.26883858,0.42410368,0.12538543,0.5968863,0.36149147,0.48393553,0.33433023,0.7234746,0.7967278,0.0806356,0.33166724,0.20994297,0.5053866,0.36442208,0.82420295,0.62885267,0.12786636,0.68646646,0.33368868,0.467097,0.53449565,0.18415356,0.21395314,0.5416655,0.40320954,0.4737847,0.51484454,0.38698882,0.5327742,0.24544889,1.0,0.58290654,0.15091252,0.4953161,0.4633907,0.8290625,0.12618016,0.38490897,0.7567149,0.7043283,0.6196474,0.34501755,0.0,0.19421904,0.17103112,0.15125042,0.93745404,0.7325147,0.319522,0.6167788,0.83078086,0.40306467,0.6218547,0.89128864,0.614336,0.2778604,0.21567145,0.91726714,0.8412771,0.2728827,0.12248357,0.31399772,0.096742876,0.5636908,0.44701082,0.50227815,0.07303996,0.40849912,0.24027354,0.7528284,0.62041533,0.5220555,0.24460766
96ff7a29-0702-4bf2-a51e-c30b5063cf7e,0.030068614,0.47011888,0.31034762,0.8871466,0.3111695,0.48031783,0.069866985,0.5138666,0.717911,0.26724553,0.4645781,0.0,0.43118855,0.32700008,0.117580876,0.60999703,0.8396697,0.0,0.28980613,0.07781542,0.2415533,0.13255037,0.4488755,0.16902785,0.9728116,0.27151898,0.024212748,0.12066386,0.3729538,0.008521566,0.15351874,0.0,0.3074004,0.80803776,0.48510507,0.4870728,0.27089792,0.032011013,0.8512365,0.1409131,0.5609043,0.45579553,0.20802017,0.09124685,0.32713217,0.0098443525,0.3064642,0.27162123,0.03547735,0.016057424,0.35588902,0.89272654,0.3265461,0.20027378,0.2690276,0.25803363,0.7339831,0.58290654,0.99999994,0.0,0.13192317,0.8897479,0.48010403,0.0,0.0,0.5157305,0.46374384,0.3672054,0.0,0.014935034,0.093597874,0.106067,0.019075226,0.56676936,0.39903098,0.22972885,0.26405495,0.41962475,0.2657624,0.28999674,0.43342185,0.29822928,0.7454296,0.297948,0.50286496,0.42345738,0.19473211,0.35794687,0.7983298,0.0,0.21348782,0.28149468,0.33056045,0.014182891,0.5903411,0.8349867,0.502508,0.24179913,0.3379786,0.07065311
980bcd07-414b-453e-9d08-9192eb3691d7,0.5979643,0.2706669,0.2573402,0.17219779,0.4277728,0.0,0.7110044,0.35005444,0.35514557,0.40678316,0.15506168,0.5365365,0.6055138,0.37453282,0.53557867,0.58569455,0.0,0.9522287,0.4895496,0.7164737,0.44247198,0.9140521,0.16897887,0.66106534,0.0,0.27469087,0.7066948,0.9306333,0.46411407,0.99262375,0.48880738,0.51901436,0.38283062,0.14322102,0.19860256,0.113811135,0.6876167,0.7933649,0.0,0.44439316,0.4036007,0.2295785,0.47149718,0.71577847,0.4031411,0.79996765,0.4682261,0.586338,0.9652719,0.9579856,0.39095667,0.13416475,0.44277287,0.69146854,0.46088868,0.23565681,0.41370976,0.15091252,0.0,1.0000001,0.56169873,0.12651078,0.16625288,0.96158314,0.530423,0.0,0.15037014,0.45578632,0.6539643,0.7388257,0.7992475,0.7642021,0.97949636,0.108396746,0.4331473,0.5020746,0.26673716,0.2865135,0.48086298,0.26423216,0.2727925,0.2782031,0.46021104,0.91241217,0.22137183,0.2800157,0.56619996,0.6588794,0.16712902,0.96406275,0.54695356,0.47924212,0.3943861,0.90228045,0.38032812,0.0,0.0,0.34098494,0.37781882,0.9786449
98306353-57df-4dac-89d8-6435f4d3fb6a,0.8714825,0.3737814,0.53288525,0.2268347,0.54927164,0.24753343,0.52033335,0.40256837,0.21265012,0.6489763,0.34367794,0.8736949,0.35450587,0.41715744,0.9057132,0.35932887,0.0,0.73440444,0.67765117,0.5464133,0.60445213,0.5837357,0.3652832,0.45614162,0.12855513,0.5482545,0.44179398,0.64367867,0.8089237,0.5330996,0.90946585,0.8970718,0.42585292,0.23957315,0.31182688,0.37593165,0.4382863,0.83092874,0.0,0.8264405,0.5569769,0.58004177,0.8675672,0.5040067,0.7171873,0.85915095,0.6938095,0.6608124,0.6190752,0.7045692,0.4709865,0.19882585,0.5674544,0.70805097,0.6039872,0.57382274,0.27055562,0.4953161,0.13192317,0.56169873,1.0,0.14813474,0.46060264,0.5215763,0.8728887,0.21087268,0.3893906,0.8366827,0.8879859,0.41525283,0.5786565,0.57062703,0.53036654,0.4265159,0.6993583,0.61172557,0.58054733,0.67043793,0.7106352,0.57425815,0.62613535,0.5676037,0.2979346,0.5534655,0.5449301,0.62719005,0.6042769,0.4050369,0.2948839,0.53509736,0.77265865,0.44855636,0.43082273,0.5401641,0.50100297,0.0,0.2254525,0.6458748,0.42332894,0.6114786
9a5217aa-9f63-4c33-a507-b5fcd2e8ffdf,0.10053726,0.31631225,0.33586642,0.970831,0.36887068,0.2969797,0.20990765,0.6286455,0.81542045,0.2417363,0.35694486,0.087594494,0.6542448,0.39565876,0.1487982,0.6933881,0.8396441,0.1299748,0.3599653,0.21547268,0.24908592,0.2562206,0.35502794,0.3345674,0.8799543,0.3320813,0.16426183,0.21956152,0.45355427,0.13103873,0.16474436,0.091096096,0.38208702,0.8287671,0.3321954,0.29704028,0.43853718,0.114012204,0.83158255,0.17326947,0.5468995,0.28735274,0.18987471,0.20781665,0.31276202,0.120213225,0.28659904,0.34843916,0.19455135,0.1924523,0.4467908,0.916119,0.34926826,0.31858674,0.290303,0.2693119,0.7745763,0.4633907,0.8897479,0.12651078,0.14813474,0.9999999,0.30761284,0.12281942,0.08659641,0.31900555,0.3159306,0.34841406,0.11885719,0.16211335,0.2588756,0.23854232,0.18979892,0.3989815,0.4563344,0.2884397,0.25732484,0.28363508,0.24216883,0.27451655,0.34009212,0.26976252,0.8394742,0.4321423,0.42164475,0.3490973,0.24534404,0.57602704,0.8163176,0.14719662,0.3114441,0.38193795,0.41333407,0.15876009,0.5712468,0.8808021,0.27768403,0.2822332,0.4585766,0.17481017
9f45ad9e-b71e-4c60-9339-d23440eeb9ec,0.30362993,0.95307523,0.17567185,0.3571277,0.6883251,0.9303274,0.23728867,0.663406,0.05541443,0.54545903,0.94100255,0.29400754,0.08660679,0.732008,0.49245402,0.09781766,0.018544704,0.2296539,0.7164879,0.2629355,0.5379385,0.4208872,0.9133129,0.36216927,0.48365837,0.1875162,0.114356026,0.3466704,0.2586097,0.15435585,0.5474641,0.28693125,0.6967748,0.08047656,0.94902456,0.9387599,0.1142129,0.29812717,0.011151184,0.2888317,0.47006363,0.9763045,0.6406645,0.26562935,0.37093142,0.2702605,0.57070065,0.19708058,0.17320642,0.19939613,0.72909296,0.23207445,0.70435226,0.2052292,0.5990382,0.1539754,0.06609751,0.8290625,0.48010403,0.16625288,0.46060264,0.30761284,1.0000001,0.15371612,0.29353124,0.94800115,0.9206856,0.5183685,0.28906217,0.11571351,0.15817869,0.16469625,0.15386444,0.94232196,0.6606725,0.48618573,0.18766071,0.9396713,0.56579447,0.1803766,0.6185174,0.2061921,0.07595089,0.14655367,0.63325745,0.5029096,0.46059495,0.09895167,0.12034118,0.15073013,0.64397395,0.65344304,0.7058023,0.15203413,0.5041568,0.0,0.9518529,0.2151669,0.7043773,0.20114174
9f9b965f-1f61-4e93-9afb-80390aafca75,0.55765057,0.26253492,0.2420616,0.16717337,0.41529116,0.0,0.7346612,0.36965108,0.3530315,0.39491397,0.15166911,0.49607748,0.5981591,0.36407137,0.5198829,0.6487079,0.0,0.9138475,0.497694,0.707129,0.46054345,0.920868,0.21253231,0.69244325,0.0,0.22967303,0.77114546,0.91698426,0.4307124,0.96038675,0.44872218,0.51590824,0.4355598,0.13242105,0.19742033,0.10373204,0.7230884,0.7476411,0.0,0.4007058,0.3947704,0.21226649,0.43594265,0.7037896,0.3533624,0.7922859,0.44737938,0.5832108,0.92724276,0.9172887,0.40720874,0.13025008,0.43150896,0.63959247,0.44798845,0.19703609,0.43851903,0.12618016,0.0,0.96158314,0.5215763,0.12281942,0.15371612,0.9999999,0.490425,0.0,0.14657363,0.42371607,0.61354566,0.73085845,0.77527183,0.7474572,0.9469628,0.09063209,0.4011433,0.52139914,0.2548832,0.2666843,0.4628463,0.22092833,0.22808576,0.23260964,0.44316524,0.8775625,0.1850922,0.23412518,0.58222604,0.6497543,0.1567544,0.93732923,0.56478405,0.4665475,0.38140416,0.87760264,0.36645466,0.035135627,0.0,0.29209027,0.36746043,0.93958473
